id_accidente,fecha,d_a,gravedad,peaton,automovil,campaero,camioneta,micro,buseta,bus,camion,volqueta,moto,bicicleta,otro,via_1,barrio,entidad,id_comuna,nombrecomuna,propietario_de_veh_culo,diurnio_nocturno,hora_restriccion_moto
618,2012-02-25 10:20:00,Sabado,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Cabecera del Llano,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Diurno,Sin restricción
619,2012-02-25 11:00:00,Sabado,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,AUTOPISTA  NORTE,San Rafael,AGENTES DTB,C02, NORORIENTAL,Empresa,Diurno,No aplica
620,2012-02-25 11:45:00,Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Centro,AGENTES DTB,C15, CENTRO,Particular,Diurno,No aplica
621,2012-02-25 12:40:00,Sabado,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Cabecera del Llano,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Diurno,Sin restricción
622,2012-02-25 15:00:00,Sabado,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Antonia Santos Sur,AGENTES DTB,C09, LA PEDREGOSA,Particular,Diurno,Sin restricción
623,2012-02-25 15:45:00,Sabado,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,CONUCOS,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Diurno,Sin restricción
624,2012-02-25 16:00:00,Sabado,Solo Daños,0,0,0,1,0,0,1,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Diamante II,AGENTES DTB,C10, PROVENZA,Empresa,Diurno,No aplica
625,2012-02-25 16:30:00,Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Diamante II,AGENTES DTB,C10, PROVENZA,Particular,Diurno,No aplica
626,2012-02-25 14:30:00,Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Diamante II,AGENTES DTB,C10, PROVENZA,Particular,Diurno,No aplica
627,2012-02-25 17:40:00,Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Antonia Santos Centro,AGENTES DTB,C13, ORIENTAL,Empresa,Diurno,No aplica
628,2012-02-25 17:20:00,Sabado,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,BOULEVAR BOLIVAR,San Francisco,AGENTES DTB,C03, SAN FRANCISCO,Empresa,Diurno,No aplica
629,2012-02-26 02:20:00,Domingo,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Provenza,AGENTES DTB,C10, PROVENZA,Empresa,Nocturno,En restricción
630,2012-02-26 22:30:00,Domingo,Solo Daños,0,1,0,0,0,0,0,0,0,0,1,0,CALLE,Kennedy,AGENTES DTB,C01, NORTE,Empresa,Nocturno,No aplica
631,2012-02-26 07:00:00,Domingo,Con Heridos,0,1,0,0,0,0,0,0,1,0,0,0,CARRERA,Ricaurte,AGENTES DTB,C06, LA CONCORDIA,Empresa,Diurno,No aplica
632,2012-02-26 01:20:00,Domingo,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,Conucos,AGENTES DTB,C12, CABECERA DEL LLANO,Empresa,Nocturno,En restricción
633,2012-02-26 02:00:00,Domingo,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,San Rafael,AGENTES DTB,C03, SAN FRANCISCO,Empresa,Nocturno,No aplica
634,2012-02-26 06:00:00,Domingo,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,AVENIDA Q SECA,Alarcon,AGENTES DTB,C03, SAN FRANCISCO,Particular,Nocturno,Sin restricción
635,2012-02-26 10:20:00,Domingo,Solo Daños,0,0,0,1,0,0,0,0,0,1,0,0,CARRERA,La Feria,AGENTES DTB,C04, OCCIDENTAL,Particular,Diurno,Sin restricción
636,2012-02-26 12:25:00,Domingo,Solo Daños,0,0,0,1,0,0,0,0,0,1,0,0,AVENIDA Q SECA,Alarcon,AGENTES DTB,C03, SAN FRANCISCO,Particular,Diurno,Sin restricción
637,2012-02-26 12:45:00,Domingo,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,TRANSVERSAL METROPOLITANA,Real de Minas,AGENTES DTB,C07, LA CIUDADELA,Particular,Diurno,No aplica
638,2012-02-26 13:00:00,Domingo,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Nuevo Sotomayor,AGENTES DTB,C12, CABECERA DEL LLANO,Empresa,Diurno,No aplica
639,2012-02-26 14:20:00,Domingo,Con Heridos,0,2,1,0,0,0,0,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Gomez Niño,AGENTES DTB,C06, LA CONCORDIA,Particular,Diurno,No aplica
640,2012-02-26 18:10:00,Domingo,Con Muertos,0,0,0,0,1,0,0,0,0,1,0,0,CARRERA,Centro,AGENTES DTB,C15, CENTRO,Empresa,Nocturno,Sin restricción
641,2012-02-26 15:10:00,Domingo,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,Cabecera del Llano,AGENTES DTB,C12, CABECERA DEL LLANO,Empresa,Diurno,Sin restricción
642,2012-02-26 18:00:00,Domingo,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Campo Hermoso,AGENTES DTB,C05, GARCIA ROVIRA,Empresa,Diurno,Sin restricción
643,2012-02-26 20:00:00,Domingo,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,San Miguel,AGENTES DTB,C06, LA CONCORDIA,Empresa,Nocturno,Sin restricción
644,2012-02-27 19:00:00,Lunes,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,ANILLO VIAL,Rio de Oro I,AGENTES DTB,C04, OCCIDENTAL,Empresa,Nocturno,Sin restricción
645,2012-02-27 20:20:00,Lunes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Provenza,AGENTES DTB,C10, PROVENZA,Particular,Nocturno,No aplica
646,2012-02-27 05:00:00,Lunes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Mutualidad,AGENTES DTB,C03, SAN FRANCISCO,Empresa,Nocturno,Sin restricción
647,2012-02-27 06:30:00,Lunes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Alarcon,AGENTES DTB,C03, SAN FRANCISCO,Particular,Diurno,Sin restricción
648,2012-02-27 15:18:00,Lunes,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,AVENIDA Q SECA,Garcia Rovira,AGENTES DTB,C15, CENTRO,Empresa,Diurno,No aplica
649,2012-02-27 16:15:00,Lunes,Solo Daños,0,1,0,0,0,0,0,2,0,0,0,0,CALLE,Girardot,AGENTES DTB,C04, OCCIDENTAL,Empresa,Diurno,No aplica
650,2012-02-27 16:40:00,Lunes,Solo Daños,0,0,1,0,0,0,1,0,0,1,0,0,CALLE,Villa Helena I,AGENTES DTB,C02, NORORIENTAL,Empresa,Diurno,Sin restricción
651,2012-02-27 20:30:00,Lunes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,SIN INFORMACION,AGENTES DTB,C25, SIN INFORMACION,Empresa,Nocturno,No aplica
652,2012-02-27 21:20:00,Lunes,Solo Daños,0,0,0,0,0,0,1,0,0,0,0,0,ANILLO VIAL,Cafe Madrid,AGENTES DTB,C01, NORTE,Empresa,Nocturno,No aplica
653,2012-02-27 17:30:00,Lunes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,AVENIDA Q SECA,Alarcon,AGENTES DTB,C03, SAN FRANCISCO,Particular,Diurno,Sin restricción
654,2012-02-27 07:45:00,Lunes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Conucos,AGENTES DTB,C12, CABECERA DEL LLANO,Empresa,Diurno,Sin restricción
655,2012-02-27 12:15:00,Lunes,Con Heridos,1,1,0,0,0,0,0,0,0,1,0,0,CALLE,Centro,AGENTES DTB,C15, CENTRO,Particular,Diurno,Sin restricción
656,2012-02-27 08:35:00,Lunes,Con Muertos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,Villa Mercedes,AGENTES DTB,C02, NORORIENTAL,Empresa,Diurno,Sin restricción
657,2012-02-27 15:30:00,Lunes,Solo Daños,0,2,0,0,0,0,0,0,0,1,0,0,CARRERA,Centro,AGENTES DTB,C15, CENTRO,Empresa,Diurno,Sin restricción
658,2012-02-27 17:05:00,Lunes,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CALLE,Campo Hermoso,AGENTES DTB,C05, GARCIA ROVIRA,Empresa,Diurno,Sin restricción
659,2012-02-27 08:30:00,Lunes,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,1,AUTOPISTA  NORTE,Garcia Rovira,AGENTES DTB,C15, CENTRO,Empresa,Diurno,No aplica
660,2012-02-27 16:30:00,Lunes,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,1,CARRERA,La Ceiba,AGENTES DTB,C06, LA CONCORDIA,Empresa,Diurno,No aplica
661,2012-02-28 18:45:00,Martes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Centro,AGENTES DTB,C15, CENTRO,Particular,Nocturno,Sin restricción
662,2012-02-28 18:15:00,Martes,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,Terrazas,AGENTES DTB,C12, CABECERA DEL LLANO,Empresa,Nocturno,Sin restricción
663,2012-02-28 21:50:00,Martes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,TRANSVERSAL METROPOLITANA,Bucaramanga,AGENTES DTB,C08, SUROCCIDENTE,Empresa,Nocturno,Sin restricción
664,2012-02-28 18:30:00,Martes,Con Heridos,1,0,0,1,0,0,0,0,0,0,0,0,CARRERA,Alarcon,AGENTES DTB,C03, SAN FRANCISCO,Empresa,Nocturno,No aplica
665,2012-02-28 23:25:00,Martes,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,CARRERA,Alvarez,AGENTES DTB,C13, ORIENTAL,Empresa,Nocturno,Sin restricción
666,2012-02-28 11:40:00,Martes,Solo Daños,0,1,0,0,0,0,0,0,1,0,0,0,TRANSVERSAL ORIENTAL,EL TEJAR,AGENTES DTB,C16, LAGOS DEL CACIQUE,Empresa,Diurno,No aplica
667,2012-02-28 10:50:00,Martes,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,CALLE,SAN FRANCISCO,AGENTES DTB,C03, SAN FRANCISCO,Empresa,Diurno,No aplica
668,2012-02-28 12:20:00,Martes,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CALLE,La Feria,AGENTES DTB,C04, OCCIDENTAL,Empresa,Diurno,Sin restricción
669,2012-02-28 17:35:00,Martes,Solo Daños,0,2,0,1,0,0,0,1,0,0,0,0,CALLE,San Francisco,AGENTES DTB,C03, SAN FRANCISCO,Empresa,Diurno,No aplica
670,2012-02-28 07:30:00,Martes,Con Muertos,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Antonia Santos Centro,AGENTES DTB,C13, ORIENTAL,Empresa,Diurno,Sin restricción
671,2012-02-28 12:50:00,Martes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Alvarez,AGENTES DTB,C13, ORIENTAL,Empresa,Diurno,Sin restricción
672,2012-02-28 15:00:00,Martes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Nuevo Sotomayor,AGENTES DTB,C12, CABECERA DEL LLANO,Empresa,Diurno,No aplica
673,2012-02-28 21:00:00,Martes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Diamante I,AGENTES DTB,C09, LA PEDREGOSA,Particular,Nocturno,No aplica
674,2012-02-29 12:15:00,Miercoles,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Real de Minas,AGENTES DTB,C07, LA CIUDADELA,Empresa,Diurno,Sin restricción
675,2012-02-29 13:10:00,Miercoles,Solo Daños,0,1,1,0,0,0,0,0,0,0,0,0,CARRERA,Terrazas,AGENTES DTB,C12, CABECERA DEL LLANO,Empresa,Diurno,No aplica
676,2012-02-29 16:20:00,Miercoles,Solo Daños,0,0,0,0,0,1,1,0,0,0,0,0,CARRERA,Antonia Santos Centro,AGENTES DTB,C13, ORIENTAL,Empresa,Diurno,No aplica
677,2012-02-29 19:30:00,Miercoles,Solo Daños,0,1,1,0,0,0,0,0,0,0,0,0,CARRERA,La Aurora,AGENTES DTB,C13, ORIENTAL,Empresa,Nocturno,No aplica
678,2012-02-29 18:20:00,Miercoles,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,La Floresta,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Nocturno,No aplica
679,2012-02-29 10:30:00,Miercoles,Solo Daños,0,0,1,1,0,0,0,0,0,0,0,0,CARRERA,San Francisco,AGENTES DTB,C03, SAN FRANCISCO,Empresa,Diurno,No aplica
680,2012-02-29 15:30:00,Miercoles,Solo Daños,0,1,1,0,0,0,0,0,0,0,0,0,CARRERA,Centro,AGENTES DTB,C15, CENTRO,Empresa,Diurno,No aplica
681,2012-02-29 22:30:00,Miercoles,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Alvarez,AGENTES DTB,C13, ORIENTAL,Empresa,Nocturno,No aplica
682,2012-02-29 10:20:00,Miercoles,Solo Daños,0,0,0,0,0,0,0,0,0,2,0,0,CARRERA,Centro,AGENTES DTB,C15, CENTRO,Particular,Diurno,Sin restricción
683,2012-02-29 11:20:00,Miercoles,Con Heridos,0,0,0,1,0,0,0,0,0,1,0,0,CARRERA,Comuneros,AGENTES DTB,C03, SAN FRANCISCO,Empresa,Diurno,Sin restricción
684,2012-02-29 07:00:00,Miercoles,Solo Daños,0,0,0,0,0,2,0,0,0,0,0,0,CARRERA,CONUCOS,AGENTES DTB,C12, CABECERA DEL LLANO,Empresa,Diurno,No aplica
685,2012-02-29 08:30:00,Miercoles,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Centro,AGENTES DTB,C15, CENTRO,Empresa,Diurno,No aplica
686,2012-02-29 10:05:00,Miercoles,Solo Daños,0,0,0,1,0,1,0,0,0,0,0,0,CARRERA,Chapinero,AGENTES DTB,C03, SAN FRANCISCO,Empresa,Diurno,No aplica
687,2012-02-29 10:50:00,Miercoles,Solo Daños,0,0,0,0,0,0,0,0,0,2,0,0,CARRERA,Centro,AGENTES DTB,C15, CENTRO,Particular,Diurno,Sin restricción
688,2012-02-29 10:15:00,Miercoles,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Sotomayor,AGENTES DTB,C12, CABECERA DEL LLANO,Empresa,Diurno,No aplica
689,2012-02-29 11:10:00,Miercoles,Solo Daños,0,1,0,0,0,1,0,0,0,0,0,0,CALLE,Universidad,AGENTES DTB,C03, SAN FRANCISCO,Empresa,Diurno,No aplica
690,2012-02-29 12:00:00,Miercoles,Solo Daños,0,0,0,0,0,1,1,0,0,0,0,0,CARRERA,Universidad,AGENTES DTB,C03, SAN FRANCISCO,Empresa,Diurno,No aplica
691,2012-02-29 12:40:00,Miercoles,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,ANILLO VIAL,Cafe Madrid,AGENTES DTB,C01, NORTE,Particular,Diurno,Sin restricción
692,2012-02-29 07:00:00,Miercoles,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Conucos,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Diurno,No aplica
693,2012-02-29 15:55:00,Miercoles,Solo Daños,0,1,0,0,0,0,0,0,1,0,0,0,CALLE,Nuevo Sotomayor,AGENTES DTB,C12, CABECERA DEL LLANO,Empresa,Diurno,No aplica
694,2012-01-03 15:10:00,Jueves,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CALLE,Centro,AGENTES DTB,C15, CENTRO,Particular,Diurno,Sin restricción
695,2012-01-03 17:14:00,Jueves,Solo Daños,0,0,0,0,1,0,0,0,0,1,0,0,CARRERA,Diamante I,AGENTES DTB,C09, LA PEDREGOSA,Particular,Diurno,Sin restricción
696,2012-01-03 19:30:00,Jueves,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Bolarqui,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Nocturno,No aplica
697,2012-01-03 17:25:00,Jueves,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,Garcia Rovira,AGENTES DTB,C15, CENTRO,Empresa,Diurno,Sin restricción
698,2012-01-03 16:30:00,Jueves,Solo Daños,0,1,0,0,0,0,0,0,1,0,0,0,AUTOPISTA GIRÓN,Rio de Oro I,AGENTES DTB,C04, OCCIDENTAL,Particular,Diurno,No aplica
699,2012-01-03 02:00:00,Jueves,Con Heridos,0,1,0,0,0,0,0,0,0,0,0,0,CARRERA,Terrazas,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Nocturno,No aplica
700,2012-01-03 04:30:00,Jueves,Con Heridos,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,La Aurora,AGENTES DTB,C13, ORIENTAL,Empresa,Nocturno,No aplica
701,2012-01-03 06:40:00,Jueves,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Campo Hermoso,AGENTES DTB,C05, GARCIA ROVIRA,Particular,Diurno,Sin restricción
702,2012-01-03 17:30:00,Jueves,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,SIN INFORMACION,AGENTES DTB,C25, SIN INFORMACION,Empresa,Diurno,Sin restricción
703,2012-01-03 21:30:00,Jueves,Con Heridos,0,1,0,0,0,0,0,0,0,0,0,0,CARRERA,Alvarez,AGENTES DTB,C13, ORIENTAL,Empresa,Nocturno,No aplica
704,2012-01-03 02:20:00,Jueves,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Albania,AGENTES DTB,C14, MORRORICO,Empresa,Nocturno,En restricción
705,2012-01-03 12:20:00,Jueves,Solo Daños,0,1,0,0,0,0,1,0,0,0,0,0,CARRERA,Centro,AGENTES DTB,C15, CENTRO,Particular,Diurno,No aplica
706,2012-01-03 11:30:00,Jueves,Con Heridos,0,0,0,0,0,0,0,1,0,1,0,0,CALLE,Centro,AGENTES DTB,C15, CENTRO,Particular,Diurno,Sin restricción
707,2012-01-03 13:30:00,Jueves,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,San Francisco,AGENTES DTB,C03, SAN FRANCISCO,Particular,Diurno,No aplica
708,2012-01-03 15:00:00,Jueves,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA  NORTE,Colorados,AGENTES DTB,C01, NORTE,Empresa,Diurno,Sin restricción
709,2012-01-03 13:50:00,Jueves,Solo Daños,0,0,0,1,0,0,0,1,0,0,0,0,CALLE,Nariño,AGENTES DTB,C04, OCCIDENTAL,Particular,Diurno,No aplica
710,2012-01-03 13:00:00,Jueves,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,La Libertad,AGENTES DTB,C09, LA PEDREGOSA,Particular,Diurno,Sin restricción
711,2012-02-03 07:50:00,Viernes,Solo Daños,0,1,0,0,1,0,0,0,0,0,0,0,AVENIDA Q SECA,San Alonso,AGENTES DTB,C13, ORIENTAL,Empresa,Diurno,No aplica
712,2012-02-03 16:30:00,Viernes,Solo Daños,0,0,0,1,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Antonia Santos Sur,AGENTES DTB,C09, LA PEDREGOSA,Particular,Diurno,Sin restricción
713,2012-02-03 20:10:00,Viernes,Solo Daños,0,1,1,1,0,0,0,0,0,0,0,0,AUTOPISTA GIRÓN,Rio de Oro I,AGENTES DTB,C04, OCCIDENTAL,Empresa,Nocturno,No aplica
714,2012-02-03 15:30:00,Viernes,Solo Daños,0,1,0,1,0,0,0,1,0,0,0,0,CALLE,La Feria,AGENTES DTB,C04, OCCIDENTAL,Particular,Diurno,No aplica
715,2012-02-03 18:30:00,Viernes,Con Heridos,2,0,0,0,0,0,0,0,0,1,0,0,CARRERA,San Francisco,AGENTES DTB,C03, SAN FRANCISCO,Particular,Nocturno,Sin restricción
716,2012-02-03 19:29:00,Viernes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE 45 VIA CHIMITA,Campo Hermoso,AGENTES DTB,C05, GARCIA ROVIRA,Particular,Nocturno,Sin restricción
717,2012-02-03 11:30:00,Viernes,Solo Daños,0,0,0,1,1,0,0,0,0,0,0,0,CARRERA,Universidad,AGENTES DTB,C03, SAN FRANCISCO,Empresa,Diurno,No aplica
718,2012-02-03 20:00:00,Viernes,Solo Daños,0,1,0,0,1,0,0,0,0,0,0,0,CALLE,La Concordia,AGENTES DTB,C06, LA CONCORDIA,Empresa,Nocturno,No aplica
719,2012-02-03 22:10:00,Viernes,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,AUTOPISTA  NORTE,San Rafael,AGENTES DTB,C02, NORORIENTAL,Particular,Nocturno,Sin restricción
720,2012-02-03 06:10:00,Viernes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AVENIDA BUCAROS,Real de Minas,AGENTES DTB,C07, LA CIUDADELA,Particular,Diurno,No aplica
721,2012-02-03 10:00:00,Viernes,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,Alvarez,AGENTES DTB,C13, ORIENTAL,Particular,Diurno,No aplica
722,2012-02-03 06:10:00,Viernes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Provenza,AGENTES DTB,C10, PROVENZA,Particular,Diurno,Sin restricción
723,2012-02-03 19:15:00,Viernes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,La Aurora,AGENTES DTB,C13, ORIENTAL,Empresa,Nocturno,Sin restricción
724,2012-03-03 22:00:00,Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,SIN INFORMACION,AGENTES DTB,C25, SIN INFORMACION,Empresa,Nocturno,No aplica
725,2012-03-03 13:40:00,Sabado,Solo Daños,0,1,0,0,1,0,0,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,SIN INFORMACION,AGENTES DTB,C25, SIN INFORMACION,Empresa,Diurno,No aplica
726,2012-03-03 16:10:00,Sabado,Con Heridos,1,1,0,0,0,0,0,0,0,0,0,0,TRANSVERSAL ORIENTAL,SIN INFORMACION,AGENTES DTB,C25, SIN INFORMACION,Empresa,Diurno,No aplica
727,2012-03-03 20:35:00,Sabado,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,La Juventud,AGENTES DTB,C02, NORORIENTAL,Empresa,Nocturno,Sin restricción
728,2012-03-03 07:45:00,Sabado,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,BOULEVAR BOLIVAR,San Francisco,AGENTES DTB,C03, SAN FRANCISCO,Particular,Diurno,Sin restricción
729,2012-03-03 12:20:00,Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Real de Minas,AGENTES DTB,C07, LA CIUDADELA,Empresa,Diurno,No aplica
730,2012-03-03 14:30:00,Sabado,Solo Daños,0,1,0,2,0,0,0,0,0,0,0,0,CARRERA,San Miguel,AGENTES DTB,C06, LA CONCORDIA,Empresa,Diurno,No aplica
731,2012-03-03 13:05:00,Sabado,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA GIRÓN,Rio de Oro I,AGENTES DTB,C04, OCCIDENTAL,Empresa,Diurno,Sin restricción
732,2012-03-03 22:45:00,Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Cabecera del Llano,AGENTES DTB,C12, CABECERA DEL LLANO,Empresa,Nocturno,No aplica
733,2012-03-03 13:00:00,Sabado,Con Heridos,1,1,0,0,0,0,0,0,0,0,0,0,CALLE,Centro,AGENTES DTB,C15, CENTRO,Empresa,Diurno,No aplica
734,2012-03-03 10:30:00,Sabado,Con Heridos,0,0,0,0,0,1,0,0,0,1,0,0,CALLE,Antonia Santos Centro,AGENTES DTB,C13, ORIENTAL,Empresa,Diurno,Sin restricción
735,2012-03-03 17:40:00,Sabado,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Campo Hermoso,AGENTES DTB,C05, GARCIA ROVIRA,Empresa,Diurno,Sin restricción
736,2012-03-03 07:00:00,Sabado,Con Heridos,0,0,0,0,0,0,0,0,0,1,1,0,ANILLO VIAL,Cafe Madrid,AGENTES DTB,C01, NORTE,Particular,Diurno,Sin restricción
737,2012-04-03 02:00:00,Domingo,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Cabecera del Llano,AGENTES DTB,C12, CABECERA DEL LLANO,Empresa,Nocturno,No aplica
738,2012-04-03 16:45:00,Domingo,Solo Daños,0,3,0,0,0,0,0,0,0,0,0,0,CARRERA,Antonia Santos Centro,AGENTES DTB,C13, ORIENTAL,Empresa,Diurno,No aplica
739,2012-04-03 01:25:00,Domingo,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Alfonso Lopez,AGENTES DTB,C05, GARCIA ROVIRA,Empresa,Nocturno,No aplica
740,2012-04-03 20:30:00,Domingo,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,ANILLO VIAL,Rio de Oro I,AGENTES DTB,C04, OCCIDENTAL,Empresa,Nocturno,Sin restricción
741,2012-04-03 19:30:00,Domingo,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Mejoras Publicas,AGENTES DTB,C13, ORIENTAL,Empresa,Nocturno,Sin restricción
742,2012-05-03 15:50:00,Lunes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Alarcon,AGENTES DTB,C03, SAN FRANCISCO,Particular,Diurno,Sin restricción
743,2012-05-03 17:20:00,Lunes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Antonia Santos Centro,AGENTES DTB,C13, ORIENTAL,Particular,Diurno,Sin restricción
744,2012-05-03 19:10:00,Lunes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,La Concordia,AGENTES DTB,C06, LA CONCORDIA,Empresa,Nocturno,Sin restricción
745,2012-05-03 19:15:00,Lunes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,El Prado,AGENTES DTB,C13, ORIENTAL,Empresa,Nocturno,No aplica
746,2012-05-03 09:00:00,Lunes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Diamante II,AGENTES DTB,C10, PROVENZA,Particular,Diurno,Sin restricción
747,2012-05-03 21:30:00,Lunes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,La Aurora,AGENTES DTB,C13, ORIENTAL,Particular,Nocturno,Sin restricción
748,2012-05-03 14:05:00,Lunes,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CALLE,Ricaurte,AGENTES DTB,C06, LA CONCORDIA,Particular,Diurno,Sin restricción
749,2012-05-03 20:25:00,Lunes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Universidad,AGENTES DTB,C03, SAN FRANCISCO,Empresa,Nocturno,Sin restricción
