id_accidente,fecha,d_a,gravedad,peaton,automovil,campaero,camioneta,micro,buseta,bus,camion,volqueta,moto,bicicleta,otro,via_1,barrio,entidad,id_comuna,nombrecomuna,propietario_de_veh_culo,diurnio_nocturno,hora_restriccion_moto
750,2012-05-03 16:30:00,Lunes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Mejoras Publicas,AGENTES DTB,C13, ORIENTAL,Empresa,Diurno,No aplica
751,2012-05-03 17:20:00,Lunes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Centro,AGENTES DTB,C15, CENTRO,Particular,Diurno,Sin restricción
752,2012-05-03 06:00:00,Lunes,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,TRANSVERSAL METROPOLITANA,Rio de Oro I,AGENTES DTB,C04, OCCIDENTAL,Empresa,Nocturno,Sin restricción
753,2012-05-03 12:18:00,Lunes,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,AVENIDA Q SECA,Alarcon,AGENTES DTB,C03, SAN FRANCISCO,Particular,Diurno,Sin restricción
754,2012-05-03 16:00:00,Lunes,Solo Daños,0,1,0,0,0,0,1,0,0,0,0,0,CARRERA,Olas II,AGENTES DTB,C02, NORORIENTAL,Particular,Diurno,No aplica
755,2012-05-03 17:00:00,Lunes,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,ANILLO VIAL,Rio de Oro I,AGENTES DTB,C04, OCCIDENTAL,Particular,Diurno,No aplica
756,2012-05-03 21:00:00,Lunes,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,CALLE,Comuneros,AGENTES DTB,C03, SAN FRANCISCO,Particular,Nocturno,Sin restricción
757,2012-06-03 12:10:00,Martes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Alfonso Lopez,AGENTES DTB,C05, GARCIA ROVIRA,Particular,Diurno,Sin restricción
758,2012-06-03 17:15:00,Martes,Solo Daños,0,0,0,0,0,0,0,0,0,1,0,1,CALLE,Girardot,AGENTES DTB,C04, OCCIDENTAL,Particular,Diurno,Sin restricción
759,2012-06-03 18:45:00,Martes,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,ANILLO VIAL,Rio de Oro I,AGENTES DTB,C04, OCCIDENTAL,Particular,Nocturno,Sin restricción
760,2012-06-03 13:30:00,Martes,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,CALLE,Sotomayor,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Diurno,Sin restricción
761,2012-06-03 22:57:00,Martes,Con Heridos,0,1,0,0,0,0,0,0,0,0,0,0,CALLE,El Prado,AGENTES DTB,C13, ORIENTAL,Particular,Nocturno,No aplica
762,2012-06-03 00:30:00,Martes,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,La Aurora,AGENTES DTB,C13, ORIENTAL,Particular,Nocturno,En restricción
763,2012-06-03 12:30:00,Martes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,La Concordia,AGENTES DTB,C06, LA CONCORDIA,Particular,Diurno,No aplica
764,2012-06-03 17:30:00,Martes,Solo Daños,0,0,1,0,0,1,0,0,0,0,0,0,CARRERA,La Concordia,AGENTES DTB,C06, LA CONCORDIA,Empresa,Diurno,No aplica
765,2012-06-03 01:40:00,Martes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Mejoras Publicas,AGENTES DTB,C13, ORIENTAL,Particular,Nocturno,No aplica
766,2012-06-03 09:30:00,Martes,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,CARRERA,Conucos,AGENTES DTB,C12, CABECERA DEL LLANO,Empresa,Diurno,Sin restricción
767,2012-06-03 17:00:00,Martes,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,Diamante II,AGENTES DTB,C10, PROVENZA,Particular,Diurno,No aplica
768,2012-06-03 16:15:00,Martes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Cabecera del Llano,AGENTES DTB,C12, CABECERA DEL LLANO,Empresa,Diurno,No aplica
769,2012-06-03 12:25:00,Martes,Solo Daños,0,2,0,0,0,0,0,0,0,1,0,0,AVENIDA Q SECA,Centro,AGENTES DTB,C15, CENTRO,Particular,Diurno,Sin restricción
770,2012-06-03 10:45:00,Martes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Puerta del Sol,AGENTES DTB,C12, CABECERA DEL LLANO,Empresa,Diurno,Sin restricción
771,2012-06-03 12:45:00,Martes,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,Bolivar,AGENTES DTB,C13, ORIENTAL,Particular,Diurno,Sin restricción
772,2012-07-03 05:50:00,Miercoles,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,1,AUTOPISTA  NORTE,Villa Mercedes,AGENTES DTB,C02, NORORIENTAL,Particular,Nocturno,Sin restricción
773,2012-07-03 14:15:00,Miercoles,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Cabecera del Llano,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Diurno,Sin restricción
774,2012-07-03 17:00:00,Miercoles,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,1,CALLE,Comuneros,AGENTES DTB,C03, SAN FRANCISCO,Particular,Diurno,Sin restricción
775,2012-07-03 15:50:00,Miercoles,Solo Daños,0,0,1,1,0,0,0,0,0,0,0,0,CARRERA,Alvarez,AGENTES DTB,C13, ORIENTAL,Particular,Diurno,No aplica
776,2012-07-03 14:30:00,Miercoles,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,1,AUTOPISTA  NORTE,Norte Bajo,AGENTES DTB,C02, NORORIENTAL,Particular,Diurno,No aplica
777,2012-07-03 19:15:00,Miercoles,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,El Prado,AGENTES DTB,C13, ORIENTAL,Particular,Nocturno,Sin restricción
778,2012-07-03 09:20:00,Miercoles,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,AVENIDA LA ROSITA,Mejoras Publicas,AGENTES DTB,C13, ORIENTAL,Particular,Diurno,Sin restricción
779,2012-07-03 10:07:00,Miercoles,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,AUTOPISTA GIRÓN,Nueva Granada,AGENTES DTB,C09, LA PEDREGOSA,Particular,Diurno,No aplica
780,2012-07-03 02:00:00,Miercoles,Con Heridos,1,1,0,0,0,0,0,0,0,0,0,0,CARRERA,Puerta del Sol,AGENTES DTB,C12, CABECERA DEL LLANO,Empresa,Nocturno,No aplica
781,2012-07-03 15:40:00,Miercoles,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,AUTOPISTA GIRÓN,Bucaramanga,AGENTES DTB,C08, SUROCCIDENTE,Particular,Diurno,No aplica
782,2012-07-03 07:05:00,Miercoles,Solo Daños,0,1,0,1,0,0,0,0,0,1,0,0,TRANSVERSAL METROPOLITANA,PREDIO URBANO PUENTE EL BUENO,AGENTES DTB,C08, SUROCCIDENTE,Particular,Diurno,Sin restricción
783,2012-07-03 08:00:00,Miercoles,Con Heridos,0,0,0,1,0,0,0,0,0,1,0,0,CALLE,Gomez Niño,AGENTES DTB,C06, LA CONCORDIA,Particular,Diurno,Sin restricción
784,2012-07-03 13:00:00,Miercoles,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,VIADUCTO LA FLORA(NO BARRIO),AGENTES DTB,C09, LA PEDREGOSA,Empresa,Diurno,Sin restricción
785,2012-07-03 18:35:00,Miercoles,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,ANILLO VIAL,Bucaramanga,AGENTES DTB,C04, OCCIDENTAL,Particular,Nocturno,No aplica
786,2012-07-03 09:00:00,Miercoles,Solo Daños,0,1,0,0,0,1,0,0,0,0,0,0,AVENIDA Q SECA,Centro,AGENTES DTB,C15, CENTRO,Empresa,Diurno,No aplica
787,2012-07-03 10:45:00,Miercoles,Solo Daños,0,0,0,1,0,0,0,0,0,1,0,0,CALLE,Ricaurte,AGENTES DTB,C06, LA CONCORDIA,Particular,Diurno,Sin restricción
788,2012-08-03 09:30:00,Jueves,Solo Daños,0,0,1,0,0,1,0,0,0,0,0,0,AVENIDA LA ROSITA,La Concordia,AGENTES DTB,C06, LA CONCORDIA,Particular,Diurno,No aplica
789,2012-08-03 18:45:00,Jueves,Solo Daños,0,1,0,0,1,0,0,0,0,0,0,0,CALLE,Centro,AGENTES DTB,C15, CENTRO,Particular,Nocturno,No aplica
790,2012-08-03 18:48:00,Jueves,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,CALLE,La Aurora,AGENTES DTB,C13, ORIENTAL,Empresa,Nocturno,No aplica
791,2012-08-03 16:50:00,Jueves,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,2,AUTOPISTA  NORTE,Cafe Madrid,AGENTES DTB,C01, NORTE,Empresa,Diurno,No aplica
792,2012-08-03 06:30:00,Jueves,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,CARRERA,La Aurora,AGENTES DTB,C13, ORIENTAL,Particular,Diurno,Sin restricción
793,2012-08-03 13:25:00,Jueves,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CALLE,La Concordia,AGENTES DTB,C06, LA CONCORDIA,Particular,Diurno,Sin restricción
794,2012-08-03 21:10:00,Jueves,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CARRERA,Centro,AGENTES DTB,C15, CENTRO,Particular,Nocturno,Sin restricción
795,2012-08-03 10:00:00,Jueves,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Cabecera del Llano,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Diurno,Sin restricción
796,2012-08-03 10:20:00,Jueves,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Cabecera del Llano,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Diurno,No aplica
797,2012-08-03 07:00:00,Jueves,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Provenza,AGENTES DTB,C10, PROVENZA,Empresa,Diurno,Sin restricción
798,2012-08-03 12:30:00,Jueves,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,San Francisco,AGENTES DTB,C03, SAN FRANCISCO,Particular,Diurno,Sin restricción
799,2012-08-03 06:55:00,Jueves,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CALLE,Universidad,AGENTES DTB,C03, SAN FRANCISCO,Particular,Diurno,Sin restricción
800,2012-08-03 14:00:00,Jueves,Con Heridos,0,2,0,1,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Diamante II,AGENTES DTB,C10, PROVENZA,Particular,Diurno,Sin restricción
801,2012-08-03 19:00:00,Jueves,Con Heridos,0,0,0,0,1,0,0,0,0,1,0,0,CARRERA,La Concordia,AGENTES DTB,C06, LA CONCORDIA,Empresa,Nocturno,Sin restricción
802,2012-08-03 08:30:00,Jueves,Solo Daños,0,0,1,0,0,0,0,0,0,1,0,0,CALLE,Ricaurte,AGENTES DTB,C06, LA CONCORDIA,Particular,Diurno,Sin restricción
803,2012-08-03 10:50:00,Jueves,Solo Daños,0,1,0,1,0,0,0,1,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Diamante II,AGENTES DTB,C10, PROVENZA,Empresa,Diurno,No aplica
804,2012-09-03 08:00:00,Viernes,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,CALLE,Garcia Rovira,AGENTES DTB,C15, CENTRO,Particular,Diurno,Sin restricción
805,2012-09-03 15:40:00,Viernes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Nuevo Sotomayor,AGENTES DTB,C12, CABECERA DEL LLANO,Empresa,Diurno,No aplica
806,2012-09-03 17:40:00,Viernes,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,ANILLO VIAL,Rio de Oro I,AGENTES DTB,C04, OCCIDENTAL,Particular,Diurno,No aplica
807,2012-09-03 19:00:00,Viernes,Con Heridos,0,0,1,0,0,0,0,0,0,1,0,0,CALLE,Centro,AGENTES DTB,C15, CENTRO,Particular,Nocturno,Sin restricción
808,2012-09-03 09:30:00,Viernes,Solo Daños,0,0,0,1,0,0,0,1,0,0,0,0,CALLE,Comuneros,AGENTES DTB,C03, SAN FRANCISCO,Empresa,Diurno,No aplica
809,2012-09-03 02:15:00,Viernes,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,0,AUTOPISTA GIRÓN,Bucaramanga,AGENTES DTB,C08, SUROCCIDENTE,Empresa,Nocturno,No aplica
810,2012-09-03 02:15:00,Viernes,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,Comuneros,AGENTES DTB,C03, SAN FRANCISCO,Empresa,Nocturno,No aplica
811,2012-09-03 06:17:00,Viernes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,BOULEVAR BOLIVAR,San Francisco,AGENTES DTB,C03, SAN FRANCISCO,Particular,Diurno,Sin restricción
812,2012-09-03 07:00:00,Viernes,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CALLE,Centro,AGENTES DTB,C15, CENTRO,Particular,Diurno,Sin restricción
813,2012-09-03 19:30:00,Viernes,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,AVENIDA Q SECA,La Aurora,AGENTES DTB,C13, ORIENTAL,Empresa,Nocturno,No aplica
814,2012-09-03 14:00:00,Viernes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,La Pedregosa,AGENTES DTB,C09, LA PEDREGOSA,Empresa,Diurno,No aplica
815,2012-09-03 13:35:00,Viernes,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CALLE,La Aurora,AGENTES DTB,C13, ORIENTAL,Particular,Diurno,No aplica
816,2012-09-03 18:30:00,Viernes,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,AUTOPISTA GIRÓN,Rio de Oro I,AGENTES DTB,C04, OCCIDENTAL,Particular,Nocturno,Sin restricción
817,2012-09-03 07:30:00,Viernes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE 45 VIA CHIMITA,Rio de Oro I,AGENTES DTB,C04, OCCIDENTAL,Particular,Diurno,Sin restricción
818,2012-09-03 05:50:00,Viernes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,El Prado,AGENTES DTB,C13, ORIENTAL,Particular,Nocturno,Sin restricción
819,2012-09-03 17:10:00,Viernes,Con Heridos,1,1,0,0,0,0,0,0,0,0,0,0,ANILLO VIAL,Rio de Oro I,AGENTES DTB,C04, OCCIDENTAL,Empresa,Diurno,No aplica
820,2012-09-03 12:30:00,Viernes,Solo Daños,0,0,0,0,0,0,1,0,0,0,0,0,AUTOPISTA GIRÓN,Bucaramanga,AGENTES DTB,C08, SUROCCIDENTE,Empresa,Diurno,No aplica
821,2012-10-03 09:40:00,Sabado,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,CARRERA,Centro,AGENTES DTB,C15, CENTRO,Particular,Diurno,No aplica
822,2012-10-03 10:20:00,Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Conucos,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Diurno,No aplica
823,2012-10-03 15:30:00,Sabado,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Centro,AGENTES DTB,C15, CENTRO,Empresa,Diurno,Sin restricción
824,2012-10-03 03:00:00,Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Pan de Azucar,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Nocturno,No aplica
825,2012-10-03 08:58:00,Sabado,Con Heridos,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Sotomayor,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Diurno,No aplica
826,2012-10-03 11:20:00,Sabado,Solo Daños,0,3,0,0,0,0,0,0,0,0,0,0,CARRERA,CAMPESTRE,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Diurno,No aplica
827,2012-10-03 16:30:00,Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Gomez Niño,AGENTES DTB,C06, LA CONCORDIA,Empresa,Diurno,No aplica
828,2012-10-03 07:30:00,Sabado,Solo Daños,0,1,0,0,0,1,0,0,0,0,0,0,CARRERA,Centro,AGENTES DTB,C15, CENTRO,Empresa,Diurno,No aplica
829,2012-10-03 08:30:00,Sabado,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,Mercedes,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Diurno,No aplica
830,2012-10-03 08:30:00,Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Centro,AGENTES DTB,C15, CENTRO,Particular,Diurno,No aplica
831,2012-10-03 12:15:00,Sabado,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,AVENIDA Q SECA,Santander,AGENTES DTB,C04, OCCIDENTAL,Particular,Diurno,Sin restricción
832,2012-10-03 19:31:00,Sabado,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Gomez Niño,AGENTES DTB,C06, LA CONCORDIA,Particular,Nocturno,Sin restricción
833,2012-10-03 06:20:00,Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Conucos,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Diurno,No aplica
834,2012-11-03 13:28:00,Domingo,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Centro,AGENTES DTB,C15, CENTRO,Particular,Diurno,Sin restricción
835,2012-11-03 03:20:00,Domingo,Con Heridos,0,1,0,0,0,0,0,0,0,0,0,0,CARRERA,Diamante I,AGENTES DTB,C09, LA PEDREGOSA,Particular,Nocturno,No aplica
836,2012-11-03 11:55:00,Domingo,Solo Daños,0,0,0,1,0,0,0,0,0,1,0,0,CARRERA,Alfonso Lopez,AGENTES DTB,C05, GARCIA ROVIRA,Particular,Diurno,Sin restricción
837,2012-11-03 12:30:00,Domingo,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AVENIDA LA ROSITA,La Concordia,AGENTES DTB,C06, LA CONCORDIA,Particular,Diurno,No aplica
838,2012-11-03 15:30:00,Domingo,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,San Francisco,AGENTES DTB,C03, SAN FRANCISCO,Particular,Diurno,Sin restricción
839,2012-11-03 18:30:00,Domingo,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AUTOPISTA  NORTE,Norte Bajo,AGENTES DTB,C02, NORORIENTAL,Particular,Nocturno,No aplica
840,2012-11-03 20:45:00,Domingo,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,San Martin,AGENTES DTB,C09, LA PEDREGOSA,Particular,Nocturno,Sin restricción
841,2012-11-03 00:10:00,Domingo,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,CALLE 45 VIA CHIMITA,Rio de Oro I,AGENTES DTB,C04, OCCIDENTAL,Particular,Nocturno,En restricción
842,2012-11-03 01:40:00,Domingo,Solo Daños,0,2,0,0,0,0,0,0,0,1,0,0,CALLE,Monterredondo,AGENTES DTB,C17, MUTIS,Particular,Nocturno,En restricción
843,2012-11-03 03:15:00,Domingo,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Conucos,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Nocturno,En restricción
844,2012-11-03 21:20:00,Domingo,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,AVENIDA Q SECA,San Alonso,AGENTES DTB,C13, ORIENTAL,Particular,Nocturno,Sin restricción
845,2012-11-03 20:30:00,Domingo,Con Heridos,0,2,0,0,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Puerta del Sol,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Nocturno,Sin restricción
846,2012-11-03 05:15:00,Domingo,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AVENIDA GUAYACANES,Real de Minas,AGENTES DTB,C07, LA CIUDADELA,Particular,Nocturno,No aplica
847,2012-12-03 18:20:00,Lunes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Cabecera del Llano,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Nocturno,No aplica
848,2012-12-03 17:30:00,Lunes,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,CARRERA,Centro,AGENTES DTB,C15, CENTRO,Particular,Diurno,No aplica
849,2012-12-03 11:10:00,Lunes,Con Heridos,0,0,0,0,0,1,0,0,0,1,0,0,ANILLO VIAL,LA ESMERALDA,AGENTES DTB,C18, CORREG. 1,Particular,Diurno,Sin restricción
850,2012-12-03 06:30:00,Lunes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Provenza,AGENTES DTB,C10, PROVENZA,Particular,Diurno,No aplica
851,2012-12-03 12:40:00,Lunes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,AVENIDA Q SECA,Santander,AGENTES DTB,C04, OCCIDENTAL,Particular,Diurno,Sin restricción
852,2012-12-03 09:10:00,Lunes,Solo Daños,0,1,0,0,1,0,0,0,0,0,0,0,CALLE,Rio de Oro I,AGENTES DTB,C04, OCCIDENTAL,Particular,Diurno,No aplica
853,2012-12-03 11:00:00,Lunes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,La Aurora,AGENTES DTB,C13, ORIENTAL,Particular,Diurno,Sin restricción
854,2012-12-03 15:00:00,Lunes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Cabecera del Llano,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Diurno,Sin restricción
855,2012-12-03 17:20:00,Lunes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Cabecera del Llano,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Diurno,No aplica
856,2012-12-03 18:15:00,Lunes,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,CARRERA,Sotomayor,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Nocturno,No aplica
857,2012-12-03 14:20:00,Lunes,Solo Daños,0,1,0,0,0,0,0,0,1,0,0,0,BOULEVAR BOLIVAR,San Francisco,AGENTES DTB,C03, SAN FRANCISCO,Particular,Diurno,No aplica
858,2012-12-03 19:10:00,Lunes,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Provenza,AGENTES DTB,C10, PROVENZA,Particular,Nocturno,No aplica
859,2012-12-03 12:00:00,Lunes,Solo Daños,0,1,0,0,0,1,0,0,0,0,0,0,CARRERA,Cabecera del Llano,AGENTES DTB,C12, CABECERA DEL LLANO,Empresa,Diurno,No aplica
860,2012-12-03 08:40:00,Lunes,Con Heridos,0,0,0,0,0,1,0,0,0,1,0,0,AUTOPISTA  NORTE,Colorados,AGENTES DTB,C01, NORTE,Particular,Diurno,Sin restricción
861,2012-12-03 06:40:00,Lunes,Con Heridos,1,0,0,1,0,0,0,0,0,0,0,0,CALLE,Provenza,AGENTES DTB,C10, PROVENZA,Empresa,Diurno,No aplica
862,2012-03-13 20:55:00,Martes,Con Heridos,0,0,0,2,0,0,0,0,0,0,0,0,TRANSVERSAL METROPOLITANA,Ciudad Venecia,AGENTES DTB,C11, SUR,Particular,Nocturno,No aplica
863,2012-03-13 16:00:00,Martes,Solo Daños,0,1,0,0,0,1,0,0,0,0,0,0,CARRERA,Cabecera del Llano,AGENTES DTB,C12, CABECERA DEL LLANO,Empresa,Diurno,No aplica
864,2012-03-13 10:00:00,Martes,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,El Rocio,AGENTES DTB,C11, SUR,Particular,Diurno,No aplica
865,2012-03-13 11:53:00,Martes,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,La Concordia,AGENTES DTB,C06, LA CONCORDIA,Particular,Diurno,Sin restricción
866,2012-03-13 07:50:00,Martes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,AVENIDA Q SECA,Alarcon,AGENTES DTB,C03, SAN FRANCISCO,Particular,Diurno,Sin restricción
867,2012-03-13 16:40:00,Martes,Solo Daños,0,1,0,0,0,1,0,0,0,0,0,0,CARRERA,Cabecera del Llano,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Diurno,No aplica
868,2012-03-13 11:00:00,Martes,Con Heridos,1,0,0,0,0,0,0,1,0,0,0,0,CARRERA,San Rafael,AGENTES DTB,C03, SAN FRANCISCO,Particular,Diurno,No aplica
869,2012-03-13 17:30:00,Martes,Con Heridos,0,1,0,0,0,0,0,0,0,0,1,0,BOULEVAR SANTANDER,San Francisco,AGENTES DTB,C03, SAN FRANCISCO,Particular,Diurno,No aplica
870,2012-03-13 17:55:00,Martes,Solo Daños,0,0,2,0,0,0,0,0,0,0,0,0,CARRERA,Mejoras Publicas,AGENTES DTB,C13, ORIENTAL,Particular,Diurno,No aplica
871,2012-03-13 19:00:00,Martes,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CARRERA,Sotomayor,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Nocturno,Sin restricción
872,2012-03-13 06:55:00,Martes,Solo Daños,0,2,0,1,0,0,0,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Puerta del Sol,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Diurno,No aplica
873,2012-03-13 17:15:00,Martes,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,AVENIDA Q SECA,Alarcon,AGENTES DTB,C03, SAN FRANCISCO,Particular,Diurno,Sin restricción
874,2012-03-14 22:30:00,Miercoles,Solo Daños,0,0,0,0,0,0,0,2,0,0,0,0,AUTOPISTA  NORTE,Vijagual,AGENTES DTB,C01, NORTE,Empresa,Nocturno,No aplica
875,2012-03-14 06:50:00,Miercoles,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CALLE,Bolarqui,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Diurno,Sin restricción
876,2012-03-14 16:30:00,Miercoles,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,Alfonso Lopez,AGENTES DTB,C05, GARCIA ROVIRA,Empresa,Diurno,No aplica
877,2012-03-14 12:30:00,Miercoles,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,La Concordia,AGENTES DTB,C06, LA CONCORDIA,Particular,Diurno,No aplica
878,2012-03-14 18:55:00,Miercoles,Con Heridos,0,0,0,0,1,0,0,0,0,1,0,0,CALLE,La Victoria,AGENTES DTB,C06, LA CONCORDIA,Particular,Nocturno,Sin restricción
879,2012-03-14 16:00:00,Miercoles,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,Nuevo Sotomayor,AGENTES DTB,C12, CABECERA DEL LLANO,Particular,Diurno,Sin restricción
880,2012-03-14 18:40:00,Miercoles,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CARRERA,San Francisco,AGENTES DTB,C03, SAN FRANCISCO,Particular,Nocturno,Sin restricción
881,2012-03-14 20:00:00,Miercoles,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,AUTOPISTA GIRÓN,Rio de Oro I,AGENTES DTB,C04, OCCIDENTAL,Particular,Nocturno,No aplica
